,name,album,artist,release date,length,popularity,url,lyrics
403,Caught Up,Confessions (Expanded Edition),Usher,2004-03-23,224640,61,https://open.spotify.com/track/5zdUc1JRCImBYcDWgvFNpE,"[Intro]
G's up
Yeah, yeah, come on
You know how we do

[Verse 1]
I'm the kind of brother
Who been doing it my way, getting my way for years
In my career
And every lover
In and out my life, I've hit, love and left the tears
Without a care

[Pre-Chorus 1]
Until I met this girl who turned the tables around
She caught me by surprise
I never thought I'd be the one breaking down
I can't figure it out, why...

[Chorus]
I'm so (Caught up)
Got me feeling it (Caught up)
I don't know what it is
But it seems she's got me twisted
I'm so (Caught up)
Got me feeling it (Caught up)
I'm losing control
This girl's got a hold on me

[Break 1]
Let me go, baby
Now, listen...

[Verse 2]
My mama told me
""Be careful who you do 'cause karma comes back around""
Same old song, nah
But I was so sure
That it wouldn't happen to me 'cause I know how to put it down
But I was so wrong

[Pre-Chorus 2]
This girl was mean (So mean), she really turned me out
Her body was so tight, I'm lookin' for her in the daytime with a flashlight
My homies say this girl is cramping my style
(She's cramping my style)
And I can't figure it out, but...

[Chorus]
I'm so (Caught up)
Got me feeling it (Caught up)
I don't know what it is
But it seems she's got me twisted
I'm so (Caught up)
Got me feeling it (Caught up)
I'm losing control
This girl's got a hold
I'm so (Caught up)
Really feeling it (Caught up, hey)
I don't know what it is
But it seems she's got me twisted
I'm so (Caught up)
Really feeling it (Caught up)
I'm losing control
This girl's got a hold on me

[Bridge]
And I think I like it baby, oh no
Oh yeah, oh

[Pre-Chorus 2]
This girl was mean, she really turned me out
Yeah, yeah, sugar
My homies say this girl is cramping my style (Style)

[Chorus]
I'm so (Caught up)
I'm feeling it (Caught up)
I don't know what it is (What it is)
But it seems she's got me twisted (She really got me twisted)
I'm so (Caught up)
Really feeling it (Caught up)
I'm losing control
This girl's got a hold
I'm so (Caught up)
I'm so (Caught up)
I don't know what it is
But it seems she's got me twisted
I'm (Caught up)
Really feeling it (Caught up)
I'm losing control
This girl's got a hold on me"
404,Girl,Destiny Fulfilled,Destiny's Child,2004,224146,54,https://open.spotify.com/track/4XyAMTjMfqwZ2uJemqKRdH,"[Produced by 9th Wonder]

[Verse 1: Beyoncé]
Take a minute, girl, come sit down
And tell us what's been happening
In your face, I can see the pain
Don't you try to convince us that you're happy, yeah
We've seen this all before
Brothers takin' advantage of the passion
Because we've come too far for you to feel alone
You don't let him walk over your heart, I'm tellin' you

[Chorus: Beyoncé]
Girl, I can tell you been cryin'
And you're needin' somebody to talk to
Girl, I can tell he's been lyin'
And pretendin' that he's faithful and he loves you
Girl, you don't have to be hidin'
Don't you be ashamed to say he hurt you
I'm your girl, you're my girl, we're your girls
We want you to know that we love ya

[Verse 2: Kelly]
See, what y'all don't know about him
Is I can't let him go because he needs me
It ain't really him, it's stress from his job
And I ain't makin' it easy
I know you see him buggin' most of the time
But I know deep inside, he don't mean it
It gets hard sometimes, but I need my man
I don't think y'all understand, I'm tellin' you

[Chorus: Beyoncé]
Girl, I can tell you been cryin' (We understand)
And you're needin' somebody to talk to (Don't be ashamed, I'm your friend)
Girl, I can tell he's been lyin' (I can tell he's been lyin' to you)
And pretendin' that he's faithful and he loves you (He's no good for you)
Girl, you don't have to be hidin'
Don't you be ashamed to say he hurt you (No no, no no, no)
I'm your girl, you're my girl, we're your girls
We want you to know that we love ya
Oh, girl, I can tell you been cryin' (I can tell you've been cryin')
And you're needin' somebody to talk to (I can see it in your eyes)
Girl, I can tell he's been lyin' (I can tell he's been lyin')
And pretendin' that he's faithful and he loves you (I can see it in the way you move)
Girl, you don't have to be hidin' (I've been where you are)
Don't you be ashamed to say he hurt you (I know what you're feelin', girl)
I'm your girl, you're my girl, we're your girls
We want you to know that we love ya

[Bridge: Michelle / Beyoncé]
Girl, take a good look at yourself (Girl)
He got you goin' through hell (Girl)
We ain't never seen ya down like this (No, no, girl)
What you mean you don't need us to help? (Girl)
We known each other too well
Girl, you're my girl, we're your girls (Whoa)
We want you to know that we love ya (Yeah, yeah)

[Chorus: Beyoncé]
Girl, I can tell you been cryin' (Girl)
And you're needin' somebody to talk to (I've been knowin' you since you were 10)
Girl, I can tell he's been lyin' (You cannot hide from your friend)
And pretendin' that he's faithful and he loves you (Girl)
Girl, you don't have to be hidin'
Don't you be ashamed to say he hurt you
I'm your girl, you're my girl, we're your girls
We want you to know that we love ya
Girl, I can tell you been cryin'
And you're needin' somebody to talk to
Girl, I can tell he's been lyin'
And pretendin' that he's faithful and he loves you
Girl, you don't have to be hidin'
Don't you be ashamed to say he hurt you
I'm your girl, you're my girl, we're your girls
We want you to know that we love ya"
405,Breakaway,Breakaway,Kelly Clarkson,2004,237000,61,https://open.spotify.com/track/4PFAm88FBkY7IFtvCaGctZ,"[Intro]
Da-da-da, un, da-da
Da-da-da, un, da-da
Da-da-da, un, da-da-da-da

Da-da-da, un, da-da
Da-da-da, un, da-da
Da-da-da, un, da-da-da-da

[Verse 1]
Grew up in a small town
And when the rain would fall down
I'd just stare out my window
Dreaming of what could be
And if I'd end up happy
I would pray (I would pray)

[Verse 2]
Trying hard to reach out
But when I tried to speak out
Felt like no one could hear me
Wanted to belong here
But something felt so wrong here
So I prayed (I would pray) I could break away

[Chorus 1]
I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And breakaway
Out of the darkness and into the sun
But I won't forget all the ones that I love
I'll take a risk, take a chance, make a change
And breakaway

[Verse 3]
Wanna feel the warm breeze
Sleep under a palm tree
Feel the rush of the ocean
Get onboard a fast train
Travel on a jet plane, far away (I will)
And breakaway

[Chorus 1]
I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And breakaway
Out of the darkness and into the sun
I won't forget all the ones that I love (I gotta)
I'll take a risk, take a chance, make a change
And breakaway

[Bridge]
Buildings with a hundred floors
Swinging around revolving doors
Maybe I don't know where they'll take me, but
Gotta keep moving on, moving on
Fly away, breakaway

[Chorus 2]
I'll spread my wings and I'll learn how to fly (Learn how to fly)
Though it's not easy to tell you goodbye
I gotta take a risk, take a chance, make a change
And breakaway
Out of the darkness and into the sun
But I won't forget of the place I come from
I gotta take a risk, take a chance, make a change
And breakaway

[Outro]
Breakaway
Breakaway"
406,Don't Forget About Us - Radio Edit,The Emancipation of Mimi,Mariah Carey,2005-01-01,233866,1,https://open.spotify.com/track/2hQU8LNZFUcXLUwqeABX3K,"[Intro]
(Don't forget about us)
Don't baby, don't baby, don't let it go
No baby, no baby, no baby, no
(Don't forget about us)
Don't baby, don't baby, don't let it go
My baby boy

[Verse 1]
Just let it die with no goodbyes
Details don't matter, we both paid the price
Tears in my eyes
You know sometimes it'd be like that, baby, yeah (Oh)

[Pre-Chorus 1]
Now every time I see you, I pretend I'm fine (I pretend I'm fine)
When I wanna reach out to you
But I turn and I walk and I let it ride
Baby, I must confess
We were bigger than anything (Anything)
Remember us at our best
And don't forget about (About us)

[Chorus]
Late nights, playing in the dark
(Don't baby, don't baby, don't let it go)
And waking up inside my arms
(Don't baby, don't baby, don't let it go)
Boy, you'll always be in my heart and
(Don't baby, don't baby, don't let it go)
I can see it in your eyes, you still want it
So don't forget about us
(Don't baby, don't baby, don't let it go)
I'm just speaking from experience
(Don't baby, don't baby, don't let it go)
Nothing can compare to your first true love (About us)
(Don't baby, don't baby, don't let it go)
So I hope this will remind you
When it's for real, it's forever
So don't forget about us

[Verse 2]
Oh, they say that you're in a new relationship
But we both know nothing comes close to
What we had, it perseveres
That we both can't forget it
How good we used to get it (Oh)

[Pre-Chorus 2]
There's only one me and you
And how we used to shine (We used to shine)
No matter who you go through
We are one, that's a fact that you can't deny
So, baby, we just can't let the fire pass us by
Forever we'd both regret it
So don't forget about (About us)

[Chorus]
Late nights, playing in the dark
(Don't baby, don't baby, don't let it go)
And waking up inside my arms
(Don't baby, don't baby, don't let it go)
Boy, you'll always be in my heart and
(Don't baby, don't baby, don't let it go)
I can see it in your eyes, you still want it
So don't forget about us
(Don't baby, don't baby, don't let it go)
I'm just speaking from experience
(Don't baby, don't baby, don't let it go)
Nothing can compare to your first true love (About us)
(Don't baby, don't baby, don't let it go)
So I hope this will remind you
When it's for real, it's forever
So don't forget about us

[Bridge]
And if she's got your head all messed up now
That's the trickery
So why you act like you don't know how this loving used to be?
Ah, I bet she can't do it like me, she'll never be MC
Baby, don't you, don't you forget about us (About us)

[Chorus]
Late nights, playing in the dark
(Don't baby, don't baby, don't let it go)
And waking up inside my arms (About us)
(Don't baby, don't baby, don't let it go)
Boy, you'll always be in my heart and
(Don't baby, don't baby, don't let it go)
I can see it in your eyes, you still want it
So don't forget about us (About us) (Oh babe)
I'm just speaking from experience
(Don't baby, don't baby, don't let it go)
Nothing can compare to your first true love (About us)
(Don't baby, don't baby, don't let it go)
So I hope this will remind you
(Don't baby, don't baby, don't let it go)
When it's for real, it's forever
So don't forget about us
Late nights, playing in the dark
(Don't baby, don't baby, don't let it go)
And waking up inside my arms
(Don't baby, don't baby, don't let it go)
Boy, you'll always be in my heart and
(Don't baby, don't baby, don't let it go)
I can see it in your eyes, you still want it
So don't forget about us (About us)
I'm just speaking from experience
(Don't baby, don't baby, don't let it go)
Nothing can compare to your first true love (About us)
(Don't baby, don't baby, don't let it go)
So I hope this will remind you, babe
(Don't baby, don't baby, don't let it go)
When it's for real, it's forever
So don't forget about us (About us)

[Outro]
Don't baby, don't baby, don't let it go
No baby, no baby, no baby, no (Don't forget about us)
Don't baby, don't baby, don't let it go
When it's for real, it's forever
So don't forget about us"
407,Dirty Little Secret,Move Along,The All-American Rejects,2005-01-01,193653,65,https://open.spotify.com/track/5ZdzNVOmCSp5HFLk0EgvJS,"[Verse 1]
Let me know that I've done wrong
When I've known this all along
I go around a time or two
Just to waste my time with you

[Pre-Chorus]
Tell me all that you've thrown away
Find out games you don't wanna play
You are the only one
That needs to know

[Chorus]
I'll keep you my dirty little secret (Dirty little secret)
Don't tell anyone or you'll be just another regret
(Just another regret, hope that you can keep it)
My dirty little secret, who has to know?

[Verse 2]
When we live such fragile lives
It's the best way we survive
I go around a time or two
Just to waste my time with you

[Pre-Chorus]
Tell me all that you've thrown away
Find out games you don't wanna play
You are the only one
That needs to know

[Chorus]
I'll keep you my dirty little secret (Dirty little secret)
Don't tell anyone or you'll be just another regret
(Just another regret, hope that you can keep it)
My dirty little secret, who has to know?

[Bridge]
The way she feels inside (Inside)
Those thoughts I can't deny (Deny)
These sleeping dogs won't lie (Won't lie)
And all I've tried to hide
It's eating me apart
Trace this line back

[Interlude]
I'll keep you my dirty little secret (Dirty little secret)
Don't tell anyone or you'll be just another regret
(Just another regret)

[Outro]
I'll keep you my dirty little secret (Dirty little secret)
Don't tell anyone or you'll be just another regret
(Just another regret, hope that you can keep it)
My dirty little secret, dirty little secret
Dirty little secret, who has to know? Who has to know?"
408,Lose Control (feat. Ciara & Fat Man Scoop),The Cookbook,Missy Elliott,2005-07-04,226863,66,https://open.spotify.com/track/0UaMYEvWZi0ZqiDOoHU3YI,"[Intro: Fatman Scoop]
Music make you lose control, music make you lose control
Let's go! Hey, hey, hey, hey, hey, hey
Here we go now, here we go now, here we go now, here we go now
(Music make you lose control)
Misdemeanor's in the house
Ciara's in the house
Misdemeanor's in the house
Fatman Scoop-man Scoop-man Scoop..

[Verse 1: Missy]
I got a cute face, chubby waist
Thick legs, in shape
Rump shakin, both ways
Make you do a double take
Planet rocker, show stopper
Flow proper, head knocker
Beat scholar, tail dropper
Do my thang, motherfucker
My Rolls Royce, Lamborghini
Blue Madina, always beamin
Rag top, chrome pipes
Blue lights, outta sight
(Long weave) sewed in
(Say it again) sewed in
Make that money, throw it in
Booty bouncin, gone head

[Hook: Ciara & Missy Elliott (Fatman Scoop)]
Everybody here - get it out of control
Get your backs off the wall, cause Misdemeanor said so
Everybody (Just throw your hands in the air!)
Everybody (Just throw your hands in the air!)
Everybody (Just throw your hands in the air!)
Everybody (Just throw your hands in the air, let's go)

[Breakdown 1: Ciara, Missy (Fatman Scoop)]
Well my name is Ciara, for all you fly fellas
No one, can do it better (She'll sing on acapella)
Boy the music makes me lose control (Now bring it back now!)
We gon' make you lose control (1-2-3, let's go)
And let it go, 'fore you know, you gon' hit the flo'

[Verse 2: Missy (Missy & Ciara)]
I rock to the beat till I'm (Tired)
I walk in the club it's (Fire)
Get it crunk and wired
Wave your hands scream (Louder)
If you smoke then fire it up
Bring the roof down and (Holla)
If you tipsy stand up
DJ turn it (Louder)
Take somebody by the waist and uhh!
Now throw it in they face like uhh!
Hypnotic robotic, this here will rock yo' bodies
Take somebody by the waist and uhh!
Now throw it in they face like uhh!
Systematic ecstatic THIS HIT BE AUTOMATIC

[Bridge: Missy, Fatman Scoop]
Work me, work, work (Work dat, work dat)
Work me, work, work (Work dat, work dat)
Work me, work, work (Work dat, work dat)
Work me, do it right
Hit the floor, hit the floor (Yes)
Hit the floor, hit the floor (Work)
Hit the floor, hit the floor
Hit the floor (Whooo)

[Hook: Ciara & Missy Elliott (Fatman Scoop)]
Everybody here - get it out of control
Get your backs off the wall, cause Misdemeanor said so
Everybody (Just throw your hands in the air!)
Everybody (Just throw your hands in the air!)
Everybody (Just throw your hands in the air!)
Everybody (Just throw your hands in the air, let's go)

[Breakdown 2: Missy, Ciara (Fatman Scoop, Missy)]
Everybody here - get it out of control
Get your backs off the wall, cause Misdemeanor said so
Everybody (Get your back off the wall Step, step)
Everybody (Get your back off the wall Keep on steppin)
Everybody (Get your back off the wall Step, step)
Everybody, get loose (Get your back off the wall)

[Outro: Fatman Scoop]
Now put your back, on the wall, put your back, on the wall
Put your back, on the wall, put your back, on the wall
Misdemeanor's in the house
Yeah, Ciara's in the house
Misdemeanor's in the house, ""Music make you lose control""
We on fire, we on fire, we on fire, we on fire
Now throw it girl, throw it girl, throw it girl, yeah
Now move your arms to the left girl
Now move your arms to the left girl
Now move your arms to the right girl
Now move your arms to the right girl
Let's go now, let's go now, let's go now, WHOO! Let's go
Should I bring it back right now?
Now bring it back down!
WHOO! Oh, I see you Ci
Now see, I'mma I'mma do it like Ci do it
Now shake it girl, c'mon and just shake it girl
C'mon and let it pop right girl, c'mon and let it pop right girl
Now, now, back it up girl, back it up girl
Back it up girl, back it up girl
WHOO! WHOO! WHOO! Yo, yo
Bring it to the front girl, yo, yo
Bring it to the front girl, yo, yo
Bring it to the front girl, yo, yo
Bring it to the front girl, let's go, let's go"
409,Over And Over,Suit,Nelly,2004-09-14,253933,61,https://open.spotify.com/track/2b8QQqf8Vwb7bfz22ja8Fk,"[Intro: Nelly]
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, yeah, I can't shake it no

[Verse 1: Nelly & Tim McGraw]
I can't wait to see you
Wanna see if you still got that look in your eye
That one you had for me
Before, we, said our goodbyes
And it's a shame that we
Gotta spend our time bein' mad about the same things
Over and over again about the same thing
Over and over again
Ho, but I think, she's leavin'
Aw, man, she's leavin'
And, I don't know what else to do
I can't go on not lovin' you

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
Yeah, and I can't take it, yeah, I can't shake it no

[Verse 2: Nelly & Tim McGraw]
I remember the day you left
I remember the last breath you took right in front of me
When you said that you would leave
I was too damn stubborn to try to stop you or say anything
But I see clearly now
And this choice I made keeps playin' in my head
Over and over again play in my head
Over and over again
Ho, I think, she's leavin'
Aw, man, she's leavin'
And, I don't know what else to do
I can't go on not lovin' you

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, and I can't shake it no

[Bridge: Nelly & Tim McGraw]
Now, that I've realized
That I'm goin' down
From all this pain you've put me through
Everytime I close my eyes (woo)
I lock it down, ohh-hooo
I can't go on not lovin' you

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, no I can't shake it no

[Outro: Nelly]
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, over and over again, over and over again
'Cause it's all in my head"
410,That's My Goal,Shayne Ward,Shayne Ward,2006,219600,47,https://open.spotify.com/track/6D0A5pK6nvKa9wdKfom6hG,"[Verse 1]
Yeah, you know where I've come from
You know my story
You know why I'm standing here tonight
Please don't go, don't be in a hurry
I'm here to make it clear, make it right

[Pre-Chorus]
Well, I know I've acted foolish
But I promise you, no more
I've finally found that something
Worth reaching for

[Chorus]
I'm not here to say I'm sorry
I'm not here to lie to you
I'm here to say, I'm ready
That I've finally thought it through
I'm not here to let your love go
I'm not giving up, oh, no
I'm here to win your heart and soul
That's my goal

[Verse 2]
Please don't go
You know that I need you
I can't breathe without you
Live without you, be without you

[Pre-Chorus]
Well, I know I've acted foolish
But I promise you no more
No more

[Chorus]
I'm not here to say I'm sorry
I'm not here to lie to you
I'm here to say I'm ready
That I've finally thought it through
I'm not here to let your love go
I'm not giving up, oh, no
I'm here to win your heart and soul
That's my goal

[Bridge]
Well, I won't stop believing
That we will be leaving together
So when I say, I love you
I mean it forever and ever, ever and ever

[Refrão]
I'm not here to say, I'm sorry
I'm not here to say, I'm sorry
I'm not here to lie to you
I'm here to say, I'm ready
That I've finally thought it through
I'm not here to let your love go
I'm not giving up, oh, no, oh
I'm here to win your heart and soul
I'm here to win your heart and soul
That's my goal
That's my goal"
411,Just the Girl,Greetings From Imrie House (U.S. Version),The Click Five,2005-08-08,234146,60,https://open.spotify.com/track/1JURww012QnWAw0zZXi6Aa,"[Verse 1]
She's cold and she's cruel
But she knows what she's doing
She pushed me in the pool
At our last school reunion
She laughs at my dreams
But I dream about her laughter
Strange as it seems
She's the one I'm after

[Chorus]
'Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep coming back for more
She's just the girl I'm looking for

[Verse 2]
She can't keep a secret
For more than an hour
She runs on 100 proof attitude power
And the more she ignores me
The more I adore her
What can I do?
I'd do anything for her

[Chorus]
'Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep coming back for more
She's just the girl I'm looking for

[Bridge]
And when she sees it's me
On her caller ID
She won't pick up the phone
She'd rather be alone
But I can't give up just yet
'Cause every word she's ever said
Is still ringing in my head
Still ringing in my head
She's cold and she's cruel
But she knows what she's doing
Knows just what to say
So my whole day is ruined

[Chorus]
'Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep coming back for more
'Cause she's bittersweet
She knocks me off of my feet
And I can't help myself
I don't want anyone else
She's a mystery
She's too much for me
But I keep coming back for more
Oh, I keep coming back for more
She's just the girl I'm looking for
Just the girl I'm looking for

[Outro]
Just the girl
I'm looking for
She's just the girl
I'm looking for
Just the girl
I'm looking for
Just the girl I'm looking for"
412,Don't Love You No More (I'm Sorry),The Story Goes...,Craig David,2005-09-06,243986,56,https://open.spotify.com/track/7yxwAEwY9LD120AcB4nGJx,"[Verse 1]
For all the years that I've known you baby
I can't figure out the reason why lately
You've been acting so cold (didn't you say)
If there's a problem we should work it out
So why you giving me the cold shoulder now?
Like you don't want to talk to me girl (tell me)

Okay I know I was late again (late again)
I made you mad and dinners thrown in (the bin)
But why you making this thing drag on so long? (I wanna know)
I'm sick and tired of this silly game (silly game)
Don't think that I'm the only one here to blame
It's not me who's been going round slamming doors

[Pre-Hook]
That's when you turned and said to me
I don't care babe who's right or wrong
I just don't love you no more

[Hook]
Rain outside my window pouring down
What now, you're gone, my fault, I'm sorry
Feeling like a fool cause I let you down
Now it's too late to turn it around

I'm sorry for the tears, I made you cry
I guess this time it really is goodbye
You made it clear when you said
I just don't love you no more

[Verse 2]
I know that I've made a few mistakes
But never thought things would turn out this way
Doesn't make sense to me now that you're gone (I see it all so clearly)
Me at the door with you in a state (in a state)
Giving my reasons but as you look away
I can see a tear roll down your face

[Pre-Hook]
That's when you turned and said to me
I don't care babe who's right or wrong
I just don't love you no more

[Hook]

[Bridge]
Those simple words hit so hard
They turned my whole world upside down
Girl you caught me completely off guard
On that night you said to me
I just don't love you no more

[Hook]"
413,Hung Up,Confessions on a Dance Floor,Madonna,2005-11-11,337733,74,https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH,"[Intro]
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly

[Chorus]
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you

[Verse 1]
Time goes by so slowly for those who wait
No time to hesitate
Those who run seem to have all the fun
I'm caught up, I don't know what to do

[Pre-Chorus]
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
I don't know what to do

[Chorus]
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you

[Verse 2]
Ring, ring, ring goes the telephone
The lights are on, but there's no one home
Tick tick tock, it's a quarter to two
And I'm done, I'm hanging up on you

[Bridge]
I can't keep on waiting for you
I know that you're still hesitating
Don't cry for me, 'cause I'll find my way
You'll wake up one day, but it'll be too late

[Chorus]
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you

[Post-Chorus]
Every little thing, every little thing
I'm hung up, I'm hung up on you
Waiting for your call, waiting for your call
I'm fed up, I'm tired waiting on you

[Breakdown]
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
So slowly, so slowly, so slowly
So slowly, so slowly, so slowly
So slowly, so slowly, so slowly
So slowly, so slowly, so slowly, so slowly, so
I don't know what to do

[Chorus]
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you
Every little thing that you say or do
I'm hung up, I'm hung up on you
Waiting for your call, baby, night and day
I'm fed up, I'm tired of waiting on you

[Post-Chorus]
Every little thing, every little thing
I'm hung up, I'm hung up on you
Waiting for your call, waiting for your call
I'm fed up, I'm tired waiting on you"
414,Like You (feat. Ciara),Wanted,Bow Wow,2005,205840,65,https://open.spotify.com/track/3jEqrIfwKO0M8ALu3TGilF,"[Chorus: Ciara]
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you

[Verse 1: Bow Wow, Ciara]
Now, I done been with different kind of girls
Like I done seen them all but ain't none of them at all (Like you)
And I done seen the best of the best
Baby, still I ain't impressed cause ain't none of them at all (Like you)
If you know how I feel when I chill
If I'm seen with a girl, then she gotta be just (Like you)
And baby, that's the way I feel
And I got no choice but for me to keep it real
'Cause when we, first got together started hanging out you was
Skeptical at first had to figure out if
I was the kinda guy to try to dog you out, but
I ain't that kinda guy you tried to make me out
You found out when you turned to my baby
I showed them other brothers how to treat a lady
I let you drive when I ride that Mercedes
And I ain't trippin' or actin' shady cause baby, you know

[Chorus: Ciara & Bow Wow]
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
Cause I ain't neva had nobody do me like you

[Verse 2: Ciara]
And every time I think about you
When you ride, when you call, when you come ('Round)
Your love is amazing to me
I can't wait 'til I see you - I wanna be with you again
And every time you're out on the road (I'll make a trip)
And whenever I'm doing a show (Don't you forget)
That I'm your main chick who got that game chick
One and the same chick - the one you can hang with

[Chorus: Ciara & Bow Wow]
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you

[Verse 3: Bow Wow]
Okay, when you hit the mall, pop tags spend a few G's
Hit the runway to a new season
It ain't nothin', I spoil the one I care for
Feel like I ain't doin' enough, that's when I shared more
I give you dis, give you dat, what you need, love?
You know I got it holla at me if you need love
And affection 'cause I'll be your protection
Kinda hard job, but I do it to perfection
And you can tell that I ain't tryna let you go
I get wit you when I can, so that's how I let you know
And you be trippin' 'cause sometimes I gotta go
But you the first one I holla to right after my shows
And I was trippin' in a sense, I was tense
But my body loose around you, what I'ma do without you
I gotta get it together, say whatever
But since I met you, my life seem so better

[Chorus: Ciara]
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you

[Outro: Ciara & Bow Wow]
I ain't never had nobody show me all the things that you done showed me
And the special way I feel when you hold me
We gon' always be together, baby
That's what you told me and I believe it
'Cause I ain't neva had nobody do me like you"
