,name,album,artist,release date,length,popularity,lyrics
390,Style,1989 (Deluxe Edition),Taylor Swift,2014-10-27,231000,59,"

[Verse 1]
Midnight
You come and pick me up, no headlights
A long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time

[Chorus]
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style

[Verse 2]
So it goes
He can't keep his wild eyes on the road (Mmm)
Takes me home
The lights are off, he's taking off his coat (Mmm, yeah)
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
He says, ""What you heard is true, but I
Can't stop thinking 'bout you and I""
I said, ""I've been there too a few times""

[Chorus]
'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
(A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (We never go, we never go)
We never go out of style

[Bridge]
Take me home
Just take me home
Yeah, just take me home
Oh-oh, whoa-oh, oh
(Out of style)

[Chorus]
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (And when we go)
We come back every time
'Cause we never go out of style, we never go out of style

"
391,Habits (Stay High),Queen Of The Clouds,Tove Lo,2014-09-24,209160,73,"

[Intro]
Oh-oh, oh-oh, oh-oh

[Verse 1]
I eat my dinner in my bathtub, then I go to sex clubs
Watchin' freaky people gettin' it on
It doesn't make me nervous if anything, I'm restless
Yeah, I've been around and I've seen it all
I get home, I got the munchies, binge on all my Twinkies
Throw up in the tub, then I go to sleep
And I drank up all my money, dazed and kinda lonely

[Chorus]
You're gone and I gotta stay high
All the time, to keep you off my mind
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
High, all the time, to keep you off my mind
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Spend my days locked in a haze, tryna forget you, babe
I fall back down (Back down)
Gotta stay high, all my life, to forget I'm missin' you
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh

[Verse 2]
Pick up daddies at the playground, how I spend my day time
Loosen up their frown, make 'em feel alive
I make it fast and greasy, I'm numb and way too easy

[Chorus]
You're gone and I gotta stay high
All the time, to keep you off my mind
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
High, all the time, to keep you off my mind
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Spend my days locked in a haze, tryna forget you, babe
I fall back down (Back down)
Gotta stay high, all my life, to forget I'm missin' you
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh

[Bridge]
Staying in my play pretend, where the fun ain't got no end
Oh, can't go home alone again, need someone to numb the pain
Oh, staying in my play pretend, where the fun ain't got no end
Oh, can't go home alone again, need someone to numb the pain

[Chorus]
You're gone and I gotta stay high
All the time, to keep you off my mind
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
High, all the time, to keep you off my mind
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Spend my days locked in a haze, tryna forget you, babe
I fall back down (Back down)
Gotta stay high, all my life, to forget I'm missin' you
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh

[Outro]
Oh-oh

"
392,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,226600,80,"

[Verse 1: Zayn  & Liam]
Going out tonight, changes into something red
Her mother doesn't like that kind of dress
Everything she never had, she's showing off
Driving too fast, moon is breaking through her hair
She's heading for something that she won't forget
Having no regrets is all that she really wants

[Chorus: Harry]
We're only getting older, baby
And I've been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes, it will never change me and you

[Verse 2: Louis & Niall]
Chasing her tonight, doubts are running 'round her head
He's waiting, hides behind a cigarette
Heart is beating loud and she doesn't want it to stop
Moving too fast, moon is lighting up her skin
She's falling, doesn't even know it yet
Having no regrets is all that she really wants

[Chorus: Harry]
We're only getting older, baby
And I've been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes, it will never change me and you

[Bridge: Zayn]
Going out tonight, changes into something red, her mother doesn't like that kind of dress
Reminds her of the missing piece of innocence she lost

[Chorus: Harry]
We're only getting older, baby
And I've been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes?
Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change, baby, it will never change, baby
It will never change, me and you

"
393,Team,Pure Heroine,Lorde,2013-09-27,193058,72,"

[Intro]
Wait till you're announced
We've not yet lost all our graces
The hounds will stay in chains
Look upon Your Greatness and She'll
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out

[Verse 1]
Call all the ladies out
They're in their finery
A hundred jewels on throats
A hundred jewels between teeth
Now bring my boys in
Their skin in craters like the moon
The moon we love like a brother
While he glows through the room

[Pre-Chorus]
Dancin' around the lies we tell
Dancin' around big eyes, as well
Even the comatose
They don't dance and tell

[Chorus]
We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

[Post-Chorus]
I'm kind of over gettin' told to throw my hands up in the air
So there

[Verse 2]
So all the cups got broke
Shards beneath our feet
But it wasn't my fault
And everyone's competing
For a love they won't receive
'Cause what this palace wants is release

[Chorus]
We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

[Post-Chorus]
I'm kind of over gettin' told to throw my hands up in the air
So there
I'm kind of older than I was when I reveled without a care
So there

[Chorus]
We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

[Outro]
We're on each other's team
And you know, we're on each other's team
We're on each other's team
And you know, and you know, and you know

"
394,Break Free,My Everything (Deluxe),Ariana Grande,2014-08-22,214840,0,"

[Click here to read how Zedd and Ariana Grande got together to make “Break Free”]

[Verse 1]
If you want it, take it
I should've said it before
Tried to hide it, fake it
I can't pretend anymore

[Pre-Chorus]
I only wanna die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really am

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

[Verse 2]
You were better, deeper
I was under your spell, yeah
Like a deadly fever, yeah, babe
On the highway to hell, yeah

[Pre-Chorus]
I only wanna die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really am

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

[Bridge]
No more, baby
Ooh-ooh-ooh
Thought of your body, I came alive
It was lethal, it was fatal
In my dreams, it felt so right
But I woke up every time
Ooh, baby

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before (Ooh-ooh-ooh-ooh)
This is the part when I break free
'Cause I can't resist it no more
This is (This is) the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

"
395,Am I Wrong,Black Star Elephant,Nico & Vinz,2014,245866,75,"

[Intro]
Ooh, ooh
Ooh, ooh

[Verse 1: Vinz]
Am I wrong for thinkin' out the box from where I stay?
Am I wrong for sayin' that I choose another way?
I ain't tryin' to do what everybody else doin'
Just 'cause everybody doin' what they all do
If one thing I know, I'll fall, but I'll grow
I'm walking down this road of mine, this road that I call home

[Chorus: Vinz]
So, am I wrong? (Woo)
For thinkin' that we could be something for real?
Now, am I wrong?
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)

[Verse 2: Nico]
Am I trippin' for having a vision?
My prediction, I'ma be on top of the world
Walk your walk and don't look back
Always do what you decide
Don't let them control your life
That's just how I feel, oh-ooh-woah
Fight for yours, and don't let go
Don't let them compare you, no
Don't worry, you're not alone
That's just how we feel

[Chorus: Vinz]
Am I wrong? (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now, am I wrong? (Am I wrong?)
For tryin' to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)

[Bridge: Nico]
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong (Now, if you tell me I'm wrong)
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right

[Chorus: Vinz]
Am I wrong?
For thinkin' that we could be something for real?
Now, am I wrong?
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)
So, am I wrong? (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now, am I wrong? (Am I wrong?)
For trying to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel  (Ooh, ooh)
That's just how I feel  (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)

[Outro]
Woah

"
396,Ugly Heart,G.R.L.,G.R.L.,2014-07-29,198306,62,"

[Verse 1: Simone Battle]
Maybe I'm just crazy, maybe I'm a fool
Maybe I don't know how to love, but maybe I do
Maybe you know more than me, but this much is true
This little heart and brain of mine say we're through witchu

[Pre-Chorus: Emmalyn Estrada]
And I wonder does it blow your mind?
That I'm leaving you far behind
I wonder does it stop your heart to know
You're not my sunshine, anymore

[Chorus: All]
Okay, you're pretty, your face is a work of art
Your smile could light up New York City after dark
Okay, you're Cover Boy pretty, stamped with a beauty mark
But it's such a pity, a boy so pretty
With an ugly heart

[Verse 2: Lauren Bennett]
Maybe you'll get married, and she will kiss your feet
While I give all my rides away, I won't lose no sleep
Maybe on your honeymoon you'll think of me
But if you don't, won't shed a tear, yeah I can guarantee

[Pre-Chorus: Natasha Slayton]
And I wonder does it blow your mind?
That I'm leaving you far behind
I wonder does it stop your heart to know
You're not my sunshine, anymore

[Chorus: All, Emmalyn]
Okay you're pretty, your face is a work of art
Your smile could light up New York City after dark
Okay you're Cover Boy pretty, stamped with a beauty mark
But it's such a pity, a boy so pretty (Ooh whoa, with an ugly heart)
With an ugly heart

[Bridge: Paula van Oppen]
Okay, you're pretty, your face is a work of art
Your smile could probably light up New York after dark
Okay, you're Cover Boy pretty, stamped with a beauty mark
But it's such a pity, a boy so pretty
With...

[Interlude: Natasha & Emmalyn & Simone]
An uh- an uh- an ugly heart
An uh- an uh- an ugly heart, so...

[Chorus: All, Emmalyn, Simone]
Okay you're pretty, your face is a work of art
Your smile could light up New York City after dark
Okay you're Cover Boy pretty, stamped with a beauty mark
But it's such a pity, a boy so pretty (Yeah, ooh whoa, with an ugly heart)
With an ugly heart
Okay you're pretty, your face is a work of art
Your smile could light up New York City after dark
Okay you're Cover Boy pretty, stamped with a beauty mark
But it's such a pity, a boy so pretty (So pretty, so pretty)
With an ugly heart

"
397,Sugar,V (Deluxe),Maroon 5,2014-09-02,235493,0,"

[Verse 1]
I'm hurting baby, I'm broken down
I need your loving, loving I need it now
When I'm without you, I'm something weak
You got me begging, begging I'm on my knees

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

[Verse 2]
Babe, my broken pieces, you pick them up
Don't leave me hanging, hanging, come give me some
When I'm without you, I'm so insecure
You are the one thing, one thing I'm living for

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?

[Bridge]
Yeah
I want that red velvet
I want that sugar sweet
Don't let nobody touch it unless that somebody's me
I gotta be a man, there ain't no other way
'Cause girl you're hotter than a Southern California day
Never wanna play no games, you don't gotta  be afraid
Don't give me all that shy shit
No makeup on, that's my sugar

[Chorus]
Sugar, yes please (Please)
Won't you come and put it down on me? (Down on me)
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life (Yeah)
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me? (Down on me)

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?
(Down on me, down on me, ooh)

"
398,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,72,"

We're a thousand miles from comfort, we have traveled land and sea
But as long as you are with me, there's no place I'd rather be
I would wait forever, exalted in the scene
As long as I am with you, my heart continues to beat

With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries

If you gave me a chance, I would take it
It's a shot in the dark but I'll make it
Know with all of your heart you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be

We staked out on a mission to find our inner peace
Make it everlasting so nothing's incomplete
It's easy being with you, sacred simplicity
As long as we're together, there's no place I'd rather be

With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries

If you gave me a chance, I would take it
It's a shot in the dark but I'll make it
Know with all of your heart you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

Hmm, hoo
Be, be, be, be, be, be, be, be, be
Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah

If you gave me a chance, I would take it
It's a shot in the dark but I'll make it
Know with all of your heart you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

"
399,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,80,"

[Verse 1: Harry Styles & Liam Payne]
Written in these walls are the stories that I can't explain
I leave my heart open
But it stays right here empty for days
She told me in the morning
She don't feel the same about us in her bones
It seems to me that when I die
These words will be written on my stone

[Pre-Chorus: Zayn Malik]
And I'll be gone, gone tonight
The ground beneath my feet is open wide
The way that I've been holding on too tight
With nothing in between

[Chorus: Harry Styles & All]
The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen (The story of, the story of)
The story of my life
I give her hope
I spend her love
Until she's broke inside
The story of my life (The story of, the story of)

[Verse 2: Niall Horan &  Liam Payne]
Written on these walls are the colours that I can't change
Leave my heart open
But it stays right here in its cage
I know that in the morning, now
I'll see us in the light up on the hill
Although I am broken, my heart is untamed still

[Pre-Chorus: Louis Tomlinson]
And I'll be gone, gone tonight
The fire beneath my feet is burning bright
The way that I've been holding on so tight
With nothing in between

[Chorus: Harry Styles & All]
The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen
The story of my life (The story of, the story of)
I give her hope
I spend her love
Until she's broke inside
The story of my life (The story of, the story of)

[Bridge: Zayn Malik]
And I been waiting for this time to come around
But, baby, running after you
Is like chasing the clouds

[Breakdown: Niall Horan]
The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen

[Chorus: All, & (Zayn)]
The story of my life
I give her hope (Give her hope)
I spend her love
Until she's broke inside
(Until she's broke inside)
The story of my life

[Outro: All & Harry]
The story of my life
The story of my life
The story of my life

"
400,Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,80,"

[Verse 1]
I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turning green
You're the magician's assistant in their dream

[Pre-Chorus]
Oh, oh-o-oh, and they come unstuck

[Chorus]
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you, when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Verse 2]
There's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's running from himself
And she's been living on the highest shelf

[Pre-Chorus]
Oh, oh-o-oh, and they come unstuck

[Chorus]
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Bridge]
I just wanna, I just wanna know
If you're gonna, if you're gonna stay
I just gotta, I just gotta know
I can't have it, I can't have it, any other way
I swear she's destined for the screen
Closest thing to Michelle Pfeiffer that you've ever seen, oh

[Chorus]
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you, when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

Oh lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

Oh lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong, yeah
I got a lump in my throat 'cause
You're gonna sing the words wrong

"
401,Bad Blood,1989 (Deluxe Edition),Taylor Swift,2014-10-27,211933,53,"

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 1]
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 2]
Did you think we'd be fine?
Still got scars in my back from your knives
So don't think it's in the past
These kinds of wounds they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're coming my way
Just don't

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Bridge]
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold!

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em (Think we can solve 'em)
You made a really deep cut
And baby, now we've got bad blood, hey!

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

"
402,Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,74,"

[Verse 1: Ariana Grande]
Tell me something I need to know
Then take my breath and never let it go
If you just let me invade your space
I’ll take the pleasure, take it with the pain

[Pre-Chorus: Ariana Grande]
And if in the moment, I bite my lip
Baby, in that moment, you’ll know this is
Something bigger than us and beyond bliss
Give me a reason to believe it

[Chorus: Ariana Grande]
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder

[Verse 2: The Weeknd]
I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain

[Pre-Chorus: The Weeknd]
And if in the moment you bite your lip
When I get you moaning, you know it's real
Can you feel the pressure between your hips?
I’ll make it feel like the first time

[Chorus: Ariana Grande, The Weeknd]
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you harder, hey!)
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Love me, baby, love me) (Lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (Oh)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (You gotta love me harder)

[Bridge: The Weeknd, Ariana Grande]
So what do I do if I can’t figure it out? (Figure it out)
You got to try, try, try again, yeah (Oh whoa)
So what do I do if I can’t figure it out? (Figure it out)
I’m gonna leave, leave, leave again

[Chorus: Ariana Grande, The Weeknd, both]
'Cause if you want to keep me (Hey!)
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you, love you, love)
And if you really need me (Ooh)
You gotta, gotta, gotta, gotta
Got to love me harder (Got to love me, baby)
'Cause if you want to keep me (Hey)
You gotta, gotta, gotta, gotta
Got to love me harder (Love me harder, love me harder)
And if you really need me
You gotta, gotta, gotta, gotta (I'ma do it, do it, do it)
Got to love me harder (I'ma love you harder, hey!)

[Outro: Ariana Grande, The Weeknd]
Ooh-ooh-ooh-ooh
Love me, love me, love me (Love me)
Ooh-ooh-ooh-ooh
Harder, harder, harder (Boy, you gotta love me, love me, baby)
Ooh-ooh-ooh-ooh
Love me, love me, love me (Just a little bit harder, harder, baby)
Ooh-ooh-ooh-ooh
Harder, harder, harder

"
403,Trumpets,Tattoos (Deluxe Edition),Jason Derulo,2013-09-10,217306,53,"

[Chorus]
Every time that you get undressed
I hear symphonies in my head
I wrote this song just looking at you oh, oh
Yeah, the drums they swing low
And the trumpets they go
And the trumpets they go
Yeah, the trumpets they go
Da da, da ra ra da, da, da
Da, ra, ra, ra, da, da
Da da, da ra ra da, da, da (ooh, woo)
Da, ra, ra, ra, da, da (they go)

[Verse 1]
Haha, is it weird that I hear
Violins whenever you’re gone? (Whenever you're gone)
Yeah, is it weird that your ass
Remind me of a Kanye West song? (Kanye West song)
Haha, yeah, is it weird that I hear
Trumpets when you’re turning me on? (Turning me on)
Is it weird that your bra
Remind me of a Katy Perry song?

[Chorus]
Every time that you get undressed
I hear symphonies in my head
I wrote this song just looking at you oh, oh
Yeah, the drums they swing low
And the trumpets they go (and they're playing for you, baby)
And the trumpets they go, haha, yeah
Yeah, the trumpets they go
Da da, da ra ra da, da, da
Da, ra, ra, ra, da, da
Yeah, the trumpets they go
Da da, da ra ra da, da, da (go, go go, go go)
Da, ra, ra, ra, da, da (go, go go, go go, they go)

[Verse 2]
Damn, is it weird that I hear
Angels every time that you moan? (Time that you moan)
Uh, oh, yeah, is it weird that your eyes
Remind me of a Coldplay song? (A Coldplay song)
Is it weird that I hear
Trumpets when you’re turning me on?
Is it weird that your bra (that your bra)
Remind me of a Katy Perry song?

[Chorus]
Every time that you get undressed
I hear symphonies in my head
I wrote this song looking at you oh, oh (oh yeah)
Every time that you get undressed (every time, every time that you get undressed)
I hear symphonies in my head (haha, I hear symphonies in my head)
I wrote this song just looking at you oh, oh (haha, I wrote this song, just looking at you, girl)
Uh, yeah, the drums they swing low
And the trumpets they go
[Da da, da ra ra da, da, da
Da, ra, ra, ra, da, da (acapella on 'em)
Da da, da ra ra da, da, da (they go, oh yeah, oh)
Da, ra, ra, ra, da, da (c'mon, c'mon, c'mon)](2959868)
They go

[Video by Jason Derulo and Colin Tilley]

"
404,Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,78,"

[Verse 1]
I had a dream so big and loud
I jumped so high, I touched the clouds
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)
I stretched my hands out to the sky
We danced with monsters through the night
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)

[Pre-Chorus]
I'm never gonna look back, whoa
I'm never gonna give it up, no
Please don't wake me now

[Chorus]
This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife

[Verse 2]
I howled at the moon with friends
And then the sun came crashing in
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)
But all the possibilities
No limits, just epiphanies
(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)

[Pre-Chorus]
I'm never gonna look back, whoa
I'm never gonna give it up, no
Just don't wake me now

[Chorus]
This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife

[Bridge]
I hear it calling outside my window
I feel it in my soul (soul)
The stars were burning so bright
The sun was out 'til midnight
I say we lose control (control)
(Wo-o-o-o-o-o-oh)

[Chorus]
This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife

[Chorus]
This is gonna be the best day of my life
My li-i-i-i-i-i-ife
This is gonna be the best day of my life
My li-i-i-i-i-i-ife

[Outro]
This is gonna be, this is gonna be
This is gonna be the best day of my life
Everything is lookin' up
Everybody up now!

This is gonna be the best day of my life
My li-i-i-i-i-i-ife

"
